Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-03 00:00:00-05:00,173.32396620083026,174.5910023086314,167.24820297404042,168.2658233642578,24122000,0.0,0.0
2025-03-04 00:00:00-05:00,167.54750496505613,174.75561007301968,167.14843068284262,172.2065887451172,30711400,0.0,0.0
2025-03-05 00:00:00-05:00,171.9172812655315,175.33925776575026,170.530515195884,174.58103942871094,18848000,0.0,0.0
2025-03-06 00:00:00-05:00,172.14673241646634,176.3169559339047,172.10482314675943,173.8028564453125,19082400,0.0,0.0
2025-03-07 00:00:00-05:00,172.83711457416246,176.48655486359908,171.84742862706844,175.33924865722656,16395300,0.0,0.0
2025-03-10 00:00:00-04:00,169.95572060530762,170.24536574432202,165.3662358448488,167.60853576660156,28990700,0.2,0.0
2025-03-11 00:00:00-04:00,166.47988777970724,168.45252282245698,163.044030416552,165.78073120117188,23705900,0.0,0.0
2025-03-12 00:00:00-04:00,168.2677414025092,169.3264663611627,165.28132561649218,168.79710388183594,19880100,0.0,0.0
2025-03-13 00:00:00-04:00,167.7783247243221,167.91815603552024,163.87303051854863,164.5322265625,15206200,0.0,0.0
2025-03-14 00:00:00-04:00,165.11653674517166,168.04801074979082,164.31249524714883,167.41876220703125,18611100,0.0,0.0
2025-03-17 00:00:00-04:00,167.12410882849613,168.2577559168053,165.6109283265474,166.37002563476562,17839100,0.0,0.0
2025-03-18 00:00:00-04:00,165.76075957654993,166.24017903407955,158.60935202299166,162.47470092773438,24616800,0.0,0.0
2025-03-19 00:00:00-04:00,163.71820190289233,167.93114021621946,162.85425014963062,166.0803680419922,24955700,0.0,0.0
2025-03-20 00:00:00-04:00,163.62831699346756,166.82947106241681,162.94414180808522,164.8518524169922,19981500,0.0,0.0
2025-03-21 00:00:00-04:00,163.1838653827072,166.27015214587064,162.83427946538407,166.0504150390625,29882100,0.0,0.0
2025-03-24 00:00:00-04:00,169.06178773975245,170.29530566607272,167.2389817975791,169.72598266601562,18742800,0.0,0.0
2025-03-25 00:00:00-04:00,170.9744823266741,172.70241634620135,170.3452490374626,172.58255004882812,13841600,0.0,0.0
2025-03-26 00:00:00-04:00,171.0943402151135,171.7335712212968,166.66065907251976,166.9393310546875,22498000,0.0,0.0
2025-03-27 00:00:00-04:00,166.50985821904274,167.23897752920905,163.65329126470644,163.8830108642578,21571200,0.0,0.0
2025-03-28 00:00:00-04:00,162.16507427536936,163.61333038479785,155.1525074562642,155.8726348876953,34866500,0.0,0.0
2025-03-31 00:00:00-04:00,154.62414129418428,156.9413633467702,152.02727185371793,156.0424346923828,33591600,0.0,0.0
2025-04-01 00:00:00-04:00,155.11355105258087,159.8878110018008,155.06860690809398,158.6892547607422,20111400,0.0,0.0
2025-04-02 00:00:00-04:00,156.77156814980734,160.0825755197471,156.3420764618875,158.66928100585938,17113300,0.0,0.0
2025-04-03 00:00:00-04:00,152.6515177972455,154.50128410252282,151.99729014847443,152.44676208496094,28416100,0.0,0.0
2025-04-04 00:00:00-04:00,149.72003257441966,152.90620528213597,147.36286524523692,147.56263732910156,39832200,0.0,0.0
2025-04-07 00:00:00-04:00,143.21785385891903,154.74399291339475,142.4887345209642,149.0608367919922,47823000,0.0,0.0
2025-04-08 00:00:00-04:00,153.3906193497636,154.25458634292005,145.03567187522165,146.40402221679688,35304400,0.0,0.0
2025-04-09 00:00:00-04:00,146.15432644221391,161.67566330567902,145.63494645699154,160.86663818359375,46479500,0.0,0.0
2025-04-10 00:00:00-04:00,158.56940133670318,159.83788095466207,152.01727912941968,155.1834716796875,35270500,0.0,0.0
2025-04-11 00:00:00-04:00,155.39821125744413,159.66807259358117,155.39821125744413,159.2086181640625,22582000,0.0,0.0
2025-04-14 00:00:00-04:00,162.11514147155086,163.83307779968658,159.72801131938692,161.27615356445312,18255900,0.0,0.0
2025-04-15 00:00:00-04:00,161.37603168621683,161.85545114666877,157.45574086405986,158.48948669433594,15690800,0.0,0.0
2025-04-16 00:00:00-04:00,155.28334595266895,157.99008382713703,153.72522130692107,155.3133087158203,16921500,0.0,0.0
2025-04-17 00:00:00-04:00,156.42198635455088,156.88144081875564,150.71883464776334,153.17588806152344,19513400,0.0,0.0
2025-04-21 00:00:00-04:00,150.78375333899587,150.87864050474218,148.22183034478553,149.68008422851562,16147800,0.0,0.0
2025-04-22 00:00:00-04:00,150.8886362621129,154.42437951639937,150.6888641849861,153.71522521972656,15910300,0.0,0.0
2025-04-23 00:00:00-04:00,157.72042924654332,159.82789675498066,156.16230449916227,157.53065490722656,18575700,0.0,0.0
2025-04-24 00:00:00-04:00,158.33468177478025,161.51587092668274,157.90020643862147,161.27615356445312,30787500,0.0,0.0
2025-04-25 00:00:00-04:00,166.89938788476556,168.03801860512272,162.80430419831342,163.65328979492188,35148100,0.0,0.0
2025-04-28 00:00:00-04:00,164.06279344811506,164.7519675124574,160.18746191545455,162.22500610351562,20871200,0.0,0.0
2025-04-29 00:00:00-04:00,161.85045135746807,162.4846835071933,159.19864009739626,161.8654327392578,15955200,0.0,0.0
2025-04-30 00:00:00-04:00,159.668076193593,161.1802508371438,156.9663219285134,160.69683837890625,20639500,0.0,0.0
2025-05-01 00:00:00-04:00,162.32489383255603,163.74318724848555,160.73679109542547,162.5945587158203,21904300,0.0,0.0
2025-05-02 00:00:00-04:00,164.75696214937838,166.49986228142632,163.4635187136773,165.61093139648438,16844900,0.0,0.0
2025-05-05 00:00:00-04:00,164.31748620308443,166.89938941322708,164.2725420579775,165.85064697265625,15309300,0.0,0.0
2025-05-06 00:00:00-04:00,163.7631616655552,166.53982286878713,162.93415630768814,165.0016632080078,10691900,0.0,0.0
2025-05-07 00:00:00-04:00,165.87063510873034,166.78952879122355,149.3105380862026,152.61656188964844,78729800,0.0,0.0
2025-05-08 00:00:00-04:00,155.73281288134118,157.22102959109037,153.91500575525347,155.56301879882812,38387500,0.0,0.0
2025-05-09 00:00:00-04:00,155.36324984214707,156.2421829513297,153.6453136535378,154.1946563720703,22871000,0.0,0.0
2025-05-12 00:00:00-04:00,158.90899302371432,160.24738058211028,157.7004390257499,159.38841247558594,31884900,0.0,0.0
2025-05-13 00:00:00-04:00,159.7280017204315,161.86543187366587,157.39081473091227,160.69683837890625,24944300,0.0,0.0
2025-05-14 00:00:00-04:00,161.11632923643336,168.13788781928253,160.7367805863974,166.60972595214844,31769200,0.0,0.0
2025-05-15 00:00:00-04:00,166.93933247241503,167.30888337648878,163.64329137735027,165.201416015625,22717600,0.0,0.0
2025-05-16 00:00:00-04:00,168.72718785873926,170.44512417357606,166.7495691671836,167.22898864746094,36271400,0.0,0.0
2025-05-19 00:00:00-04:00,165.5160454583736,167.74836281526606,165.21640257843083,167.66845703125,21374700,0.0,0.0
2025-05-20 00:00:00-04:00,167.55859416793888,169.4762873279752,164.06279601110305,165.1215362548828,33563300,0.0,0.0
2025-05-21 00:00:00-04:00,164.7519690737049,174.32046979875315,164.69204354414558,169.8558349609375,45567600,0.0,0.0
2025-05-22 00:00:00-04:00,173.14189469389407,177.91615495430474,171.67365824974368,171.77352905273438,45024100,0.0,0.0
2025-05-23 00:00:00-04:00,170.07557238761842,170.99946494467622,169.05679266175375,169.3863983154297,24963600,0.0,0.0
2025-05-27 00:00:00-04:00,171.09434304405778,174.080743544611,171.004454754312,173.7711181640625,24341300,0.0,0.0
2025-05-28 00:00:00-04:00,173.77113028846478,176.2681290031992,172.80729244229028,173.17185974121094,25999200,0.0,0.0
2025-05-29 00:00:00-04:00,174.789909349775,175.18942304638622,171.5737737985015,172.7523651123047,21233600,0.0,0.0
2025-05-30 00:00:00-04:00,172.20301238713458,173.2317745748415,168.3226668701471,172.64248657226562,36258300,0.0,0.0
2025-06-02 00:00:00-04:00,168.8070832390332,170.8566215844937,168.447514840874,170.1654510498047,24742900,0.0,0.0
2025-06-03 00:00:00-04:00,168.66227916887598,169.59615424138852,166.47988950965254,167.5086669921875,25386700,0.0,0.0
2025-06-04 00:00:00-04:00,168.07796230217642,169.37640457405112,167.59354398214708,169.18663024902344,18508700,0.0,0.0
2025-06-05 00:00:00-04:00,171.41394936627097,172.15306641407983,169.14668568533537,169.6061248779297,25375400,0.0,0.0
2025-06-06 00:00:00-04:00,172.09314187053795,175.618902578423,172.09314187053795,174.70999145507812,22258100,0.0,0.0
2025-06-09 00:00:00-04:00,175.8699951171875,177.9149932861328,175.66000366210938,177.6300048828125,18817600,0.21,0.0
2025-06-10 00:00:00-04:00,177.75999450683594,182.44500732421875,176.47500610351562,180.00999450683594,32908000,0.0,0.0
2025-06-11 00:00:00-04:00,181.22999572753906,181.75,178.0,178.7899932861328,18994400,0.0,0.0
2025-06-12 00:00:00-04:00,177.47999572753906,178.1300048828125,176.11000061035156,176.97000122070312,17345900,0.0,0.0
2025-06-13 00:00:00-04:00,173.5800018310547,178.34300231933594,173.57000732421875,175.8800048828125,20873200,0.0,0.0
2025-06-16 00:00:00-04:00,175.90499877929688,178.2449951171875,175.82000732421875,177.94000244140625,18132500,0.0,0.0
2025-06-17 00:00:00-04:00,177.0,178.71499633789062,175.94000244140625,177.22999572753906,17656100,0.0,0.0
2025-06-18 00:00:00-04:00,177.27999877929688,177.82400512695312,172.83999633789062,173.97999572753906,32531800,0.0,0.0
